round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
25,0.009079577401280403,0.9999748468399048,3.332263469696045,0.700249969959259,500,250,relu,sigmoid,32,50,0.3,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
19,0.09237092733383179,0.9949748516082764,563683328000.0,0.6981499791145325,500,250,relu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
11,0.752262532711029,0.5105715394020081,0.7047860026359558,0.5051000118255615,500,1000,relu,sigmoid,32,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
18,0.3646690845489502,0.9452139139175415,610649833472.0,0.6063500046730042,1000,250,elu,sigmoid,16,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
17,0.3947460949420929,0.9285085797309875,1.89945387840271,0.6873999834060669,1000,500,relu,sigmoid,16,50,0.3,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
19,0.0004377273144200444,0.9999999403953552,2.742751359939575,0.7044500112533569,1000,1000,relu,sigmoid,16,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
23,0.033950600773096085,0.9982538223266602,64266645504.0,0.6574000716209412,500,500,relu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
11,0.9702399969100952,0.5696855187416077,0.8525300025939941,0.5003499984741211,1000,250,elu,sigmoid,32,50,0.2,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
12,0.7156867980957031,0.4907820522785187,0.6896959543228149,0.5049999952316284,1000,500,relu,sigmoid,64,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
12,0.2372826784849167,0.9769003391265869,2.80539608001709,0.6764000058174133,250,750,elu,sigmoid,64,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f677c01f908>
