round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
22,0.28257569670677185,0.969651460647583,3.415030002593994,0.6868498921394348,1000,500,elu,sigmoid,64,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
14,0.1459912210702896,0.9870666265487671,44954591232.0,0.6855999231338501,1000,1000,elu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,4.889181613922119,0.5384639501571655,1.0933711528778076,0.5091999769210815,1000,1000,elu,sigmoid,32,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
31,0.6271786093711853,0.9522992968559265,284996861952.0,0.6451000571250916,1000,1000,elu,sigmoid,64,50,0.3,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,1.4307416677474976,0.5166645050048828,0.7988859415054321,0.5099999904632568,1000,500,elu,sigmoid,16,50,0.2,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,0.6877481341362,0.47164589166641235,0.6892966628074646,0.5099999904632568,1000,1000,relu,sigmoid,32,50,0.2,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
17,1.7217442989349365,0.6365317702293396,314584104960.0,0.58160001039505,500,1000,elu,sigmoid,64,50,0.2,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
40,0.09674336016178131,0.9953297972679138,189472800768.0,0.6583500504493713,1000,500,elu,sigmoid,16,50,0.3,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,1.6204898357391357,0.5650498867034912,4.062203884124756,0.5197499990463257,1500,500,elu,sigmoid,32,50,0.3,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,0.790385901927948,0.5004366040229797,0.6898301839828491,0.5049999952316284,500,1000,relu,sigmoid,32,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
12,0.13697148859500885,0.9905088543891907,242074320896.0,0.6576499938964844,1500,1500,relu,sigmoid,16,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
27,0.1387101709842682,0.9878455400466919,6.144143581390381,0.687000036239624,1500,1500,relu,sigmoid,32,50,0.3,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,0.6837716698646545,0.5192900896072388,0.693185567855835,0.5,500,1000,relu,sigmoid,64,50,0.3,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
44,0.05244806781411171,0.9978769421577454,4.373116970062256,0.692050039768219,1500,500,relu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
12,0.24614864587783813,0.9803487658500671,22147383296.0,0.6215000152587891,500,1500,relu,sigmoid,64,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
14,6.636521339416504,0.5113849639892578,7.176034927368164,0.5435000061988831,1000,1500,elu,sigmoid,16,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
22,0.6468220353126526,0.9508168697357178,6.826642036437988,0.6951499581336975,500,1000,elu,sigmoid,64,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
17,0.14392083883285522,0.9883197546005249,2.4930977821350098,0.6944499611854553,500,1500,elu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
32,0.044200360774993896,0.9989825487136841,46220800000.0,0.6919000148773193,500,500,elu,sigmoid,64,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
13,0.026760242879390717,0.9984045624732971,3.041508436203003,0.6663999557495117,1000,500,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,0.6562308073043823,0.5381309986114502,1.127479076385498,0.49514997005462646,1000,500,relu,sigmoid,32,50,0.2,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
20,6.58286714553833,0.6294432282447815,6.312807559967041,0.5917999744415283,1500,1500,elu,sigmoid,16,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
20,0.018135547637939453,0.9999999403953552,113380917248.0,0.6944999694824219,1000,1000,elu,sigmoid,64,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
14,2.929417371749878,0.6329859495162964,924408479744.0,0.4604000151157379,1000,1500,elu,sigmoid,64,50,0.3,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
26,0.08202193677425385,0.9949842691421509,239329067008.0,0.7122499942779541,1500,500,relu,sigmoid,64,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
15,0.23311518132686615,0.971052348613739,2.8442065715789795,0.6481500267982483,500,1000,relu,sigmoid,16,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,8.985928535461426,0.5192084908485413,0.9660104513168335,0.5147500038146973,1500,1500,elu,sigmoid,32,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
15,0.04569722339510918,0.9993718862533569,1.9685165882110596,0.7073500156402588,500,500,relu,sigmoid,64,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
20,0.6093887090682983,0.9420733451843262,639403098112.0,0.6543000340461731,1000,500,elu,sigmoid,32,50,0.3,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
15,0.1898248940706253,0.9820666313171387,3.3049890995025635,0.6854999661445618,1000,1000,relu,sigmoid,32,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
36,0.08299937099218369,0.991510808467865,353815724032.0,0.6525000333786011,500,1500,elu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
24,0.04826531931757927,0.9968969225883484,205396115456.0,0.6997999548912048,500,500,relu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
13,0.3140850067138672,0.9557351469993591,1.5364335775375366,0.607450008392334,500,1500,relu,sigmoid,32,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
13,0.05668739974498749,0.9981343746185303,35034247168.0,0.710800051689148,1000,500,elu,sigmoid,16,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
22,0.06805581599473953,0.9966834783554077,118279921664.0,0.6632500290870667,500,1500,relu,sigmoid,64,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
17,0.109930619597435,0.9926539659500122,2.6546082496643066,0.7016000151634216,1000,1000,elu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
12,0.1629272699356079,0.9847457408905029,49873981440.0,0.6604999899864197,1500,500,elu,sigmoid,64,50,0.3,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
18,0.01791103184223175,0.9996199011802673,3.1552722454071045,0.679650068283081,1000,1500,relu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
28,3.490701913833618,0.5690417289733887,1.231605887413025,0.5722000002861023,500,1000,elu,sigmoid,16,50,0.4,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
12,0.6942830085754395,0.4744347929954529,0.6899027228355408,0.5049999952316284,1000,1500,relu,sigmoid,64,50,0.3,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
17,0.13966238498687744,0.9894505143165588,195692052480.0,0.6365500092506409,500,500,relu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
17,0.08632460981607437,0.994208574295044,39840514048.0,0.6946999430656433,1500,500,elu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
11,0.6881479620933533,0.5100281834602356,0.7338287234306335,0.5,1500,500,relu,sigmoid,16,50,0.3,0.1,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
27,0.026788152754306793,0.9984830021858215,301559840768.0,0.6852999925613403,1500,500,relu,sigmoid,16,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
21,0.04539638012647629,0.9991739392280579,2.766085147857666,0.6982999444007874,1000,500,elu,sigmoid,32,50,0.4,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
23,0.10410725325345993,0.9945728182792664,6.404091835021973,0.6580999493598938,1500,500,relu,sigmoid,32,50,0.2,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
20,0.03617369011044502,0.9994189143180847,127974924288.0,0.6857500076293945,500,1000,elu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
24,0.3629131615161896,0.9299941658973694,4.010824203491211,0.6241000294685364,1500,500,elu,sigmoid,32,50,0.4,0.01,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f73c51bec88>
