round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
17,0.00028211704920977354,1.0,1.563866138458252,0.7803499698638916,1000,500,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
11,0.002408721949905157,0.9999999403953552,1.1295592784881592,0.7967000603675842,500,200,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
11,0.0011615725234150887,0.9999999403953552,304270344192.0,0.744350016117096,500,900,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
15,0.000998270115815103,1.0,1.3081108331680298,0.7774500250816345,500,250,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
23,0.0008397462661378086,1.0,1.3649297952651978,0.7774999737739563,500,100,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
21,0.000580709136556834,1.0,1.2572407722473145,0.7759499549865723,1000,100,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
16,0.05141014605760574,0.9956405758857727,1.4304677248001099,0.7650500535964966,750,200,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
12,0.0014235788257792592,1.0,1.617125391960144,0.7714499235153198,1000,750,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
17,0.0005118638509884477,1.0,1.5032075643539429,0.7623500227928162,750,300,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
14,0.000491927785333246,1.0,1.6943310499191284,0.760450005531311,750,750,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
13,0.05440538376569748,0.9973586797714233,408114069504.0,0.7504499554634094,500,1000,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
17,0.000489670317620039,1.0,238760624128.0,0.7703499794006348,750,250,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
15,0.0010476623428985476,1.0,1.3003926277160645,0.773900032043457,750,100,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
15,0.00042898516403511167,1.0,1.584490180015564,0.7719500064849854,750,650,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
14,0.003770919982343912,0.9999999403953552,1.6604629755020142,0.7747499942779541,1000,900,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
14,0.10256174951791763,0.9930151104927063,1.7540156841278076,0.7157500386238098,750,1000,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
12,0.0007631221669726074,1.0,1.4605063199996948,0.7755999565124512,1000,300,relu,sigmoid,32,50,0.2,0.001,<tensorflow.python.keras.callbacks.EarlyStopping object at 0x7f65a431de80>
