round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
12,0.11536160111427307,0.9910867214202881,82745120260096.0,0.678350031375885,500,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
19,0.0024627852253615856,1.0,1100678037504.0,0.6910999417304993,500,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
21,0.012348315678536892,0.999908983707428,85900889423872.0,0.6765000224113464,1000,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
14,0.011249391362071037,0.9999308586120605,253963882463232.0,0.6582499742507935,1000,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
20,0.0008414139738306403,1.0,319716392435712.0,0.6643000841140747,750,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
26,0.00023711577523499727,1.0,246241749368832.0,0.6913000345230103,1000,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
17,0.001134490710683167,0.9999999403953552,164881462460416.0,0.6871500015258789,750,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
17,0.000686467275954783,1.0,240135429947392.0,0.6986499428749084,1000,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
29,0.0004707900225184858,0.9999999403953552,201732147642368.0,0.6648499965667725,500,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
18,0.0006357212550938129,1.0,38507997298688.0,0.7028999924659729,750,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
20,0.0004895856254734099,1.0,476190204755968.0,0.6696499586105347,750,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
15,0.0008953041397035122,1.0,293538264776704.0,0.6722999215126038,1000,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.060031283646821976,0.9962248802185059,482442972495872.0,0.671049952507019,750,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.05026273429393768,0.9984013438224792,175038288363520.0,0.6688999533653259,750,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
30,0.010441252961754799,0.9999496936798096,923941954650112.0,0.6557999849319458,500,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
21,0.0005789451533928514,1.0,694420043202560.0,0.6639999747276306,750,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
20,0.10773323476314545,0.9914478659629822,3474097700864.0,0.6920499801635742,500,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.003443223424255848,1.0,294172040888320.0,0.6662499904632568,500,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
21,0.0007930427673272789,1.0,195976572698624.0,0.6942499876022339,500,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
14,0.028851188719272614,0.9995696544647217,189922010988544.0,0.6880999803543091,1000,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.018799321725964546,0.9999151229858398,334762803724288.0,0.6731500029563904,500,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
18,0.001356142689473927,0.9999999403953552,1261509017600.0,0.6682500243186951,1000,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
14,0.04671163111925125,0.9967053532600403,1438929125376.0,0.6824999451637268,1000,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
26,0.0004186431469861418,1.0,43224928354304.0,0.7120500206947327,1000,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.19213393330574036,0.9892683029174805,305190309724160.0,0.7046499252319336,500,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.007174068130552769,1.0,192926760960.0,0.6847999691963196,750,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
32,0.00013838855375070125,1.0,305413614469120.0,0.6930999755859375,1000,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
20,0.0005014925845898688,1.0,557869760512.0,0.6933500170707703,750,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
29,0.0003309881140012294,1.0,2233023070208.0,0.7030999064445496,750,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
