round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
15,0.0633261576294899,0.9974874258041382,2.7451627254486084,0.6559500694274902,500,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
21,0.0005794073222205043,1.0,2.777322292327881,0.6836000084877014,1000,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.01671570912003517,0.9999308586120605,2.976443290710449,0.7007499933242798,500,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
17,0.0034729307517409325,1.0,3.0931994915008545,0.6953000426292419,1000,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
14,0.0014803024241700768,1.0,2.2302377223968506,0.6791500449180603,1000,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
19,0.0005660356837324798,1.0,2.386648416519165,0.6905000805854797,750,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.006411181762814522,0.9999999403953552,2.5118513107299805,0.6616499423980713,750,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
22,0.0006051680538803339,0.9999999403953552,2.633117914199829,0.6716500520706177,750,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
19,0.0015079916920512915,1.0,2.2106008529663086,0.6908000111579895,500,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
11,0.005069970618933439,0.9999999403953552,109185810432.0,0.6674500107765198,750,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.12093306332826614,0.9913756847381592,1.7420231103897095,0.699150025844574,1000,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.0009817210957407951,0.9999999403953552,3.2005083560943604,0.6557999849319458,750,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
12,0.029031865298748016,0.9984076619148254,142193475584.0,0.6917000412940979,500,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
12,0.003821736667305231,0.9999999403953552,2.4892287254333496,0.6509000658988953,500,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
18,0.009105554781854153,0.9999465942382812,2.5325398445129395,0.6757500171661377,500,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.03317182511091232,0.9981564283370972,3.3327832221984863,0.6558499932289124,1000,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.0013129815924912691,1.0,3.1422219276428223,0.6759500503540039,1000,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.006822557188570499,1.0,2.6451480388641357,0.674049973487854,500,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
28,0.0003578159085009247,1.0,3.59200382232666,0.6707999110221863,750,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
18,0.0036665727384388447,1.0,2.4360857009887695,0.685200035572052,750,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
17,0.02640744112432003,0.9996074438095093,2.971543073654175,0.6692999601364136,500,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
23,0.0005413853796198964,0.9999999403953552,3.5177948474884033,0.6477999687194824,1000,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
13,0.007226235698908567,1.0,59190038528.0,0.691349983215332,500,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
12,0.0046426644548773766,1.0,2.088327169418335,0.6878499984741211,1000,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
19,0.0025881738401949406,0.9999999403953552,3.090386390686035,0.6878499984741211,750,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
14,0.0033598102163523436,1.0,2.5281336307525635,0.661799967288971,500,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
24,0.00042040637345053256,1.0,3.059811592102051,0.6520999670028687,1000,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
16,0.022077124565839767,0.9998084306716919,2.655827045440674,0.6804500222206116,750,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
23,0.00030654261354357004,1.0,3.568704605102539,0.6568000316619873,1000,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b06046dc5f8>
