round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
12,0.01278989389538765,0.9999622702598572,1.9665740728378296,0.7114500403404236,500,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
13,0.0551319494843483,0.9982537627220154,1.2106719017028809,0.7752499580383301,750,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
21,0.0004239341651555151,0.9999999403953552,1.6595661640167236,0.7534500360488892,750,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
11,0.001584844314493239,0.9999999403953552,1.2285561561584473,0.7710000276565552,750,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
18,0.0004518651985563338,0.9999999403953552,1.365384817123413,0.7787500023841858,1000,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
16,0.036515239626169205,0.999205470085144,2.219632387161255,0.7029500007629395,500,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
13,0.08567803353071213,0.9957160949707031,1.7145048379898071,0.7335000038146973,1000,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
15,0.0004972994211129844,0.9999999403953552,1.4786473512649536,0.7658999562263489,750,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
18,0.0002862602414097637,0.9999999403953552,1.5674552917480469,0.7781000137329102,1000,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
12,0.0007888571126386523,1.0,1.4038147926330566,0.7741000652313232,750,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
16,0.0013323184102773666,0.9999999403953552,1.3212406635284424,0.7732000350952148,500,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
15,0.20183658599853516,0.980166494846344,1.4574377536773682,0.7184500098228455,500,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
13,0.06517480313777924,0.9973869323730469,1.5288249254226685,0.7399000525474548,500,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
15,0.0006437583360821009,1.0,1.4055421352386475,0.7677500247955322,750,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
12,0.0007121720700524747,0.9999999403953552,1.702260136604309,0.7479500770568848,1000,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
14,0.0003087364020757377,1.0,1.6127514839172363,0.7752000093460083,1000,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
14,0.0007649465696886182,1.0,1.3277801275253296,0.7731000185012817,750,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
12,0.001359375542961061,1.0,1.2086877822875977,0.7717499732971191,1000,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
24,0.001000201446004212,1.0,2.2496941089630127,0.7152999639511108,500,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
12,0.0010754421819001436,1.0,1.2343945503234863,0.7823500037193298,1000,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
14,0.015956584364175797,0.9997770190238953,1.8600009679794312,0.7531499862670898,500,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
15,0.000692953122779727,1.0,1.4574365615844727,0.7644000053405762,750,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
20,0.00029431897564791143,1.0,1.6079070568084717,0.7643499374389648,1000,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
16,0.008809981867671013,0.9999748468399048,2.205286741256714,0.7125500440597534,750,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
14,0.0011132165091112256,1.0,1.2566052675247192,0.7827500104904175,1000,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
15,0.0007515299948863685,1.0,1.4513053894042969,0.7599500417709351,500,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
13,0.0005478046950884163,1.0,1.6274707317352295,0.7554500102996826,750,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
16,0.014616131782531738,0.9998743534088135,2.2653565406799316,0.7556999921798706,500,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
26,0.00023018747742753476,1.0,1.4814866781234741,0.7884499430656433,500,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2b09998c2be0>
