round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
14,0.07424119859933853,0.99413001537323,1.3962424993515015,0.7338499426841736,500,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.0012720143422484398,1.0,1.7372252941131592,0.7253999710083008,1000,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.035352181643247604,0.9992367625236511,1.875152587890625,0.7281000018119812,500,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.04314689710736275,0.9983260035514832,2.6855878829956055,0.7011000514030457,500,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.15658725798130035,0.9851948022842407,1.608559012413025,0.7247999906539917,750,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.008878359571099281,0.9999874234199524,2.1292099952697754,0.7145499587059021,1000,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.041522931307554245,0.9990923404693604,1.7959694862365723,0.7121500372886658,1000,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.006977226119488478,1.0,1.5632219314575195,0.7061499357223511,750,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.01342055294662714,0.9999277591705322,2.3362953662872314,0.6835999488830566,1000,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.07438218593597412,0.9953330159187317,1.9994194507598877,0.7006000280380249,1000,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.00616197707131505,0.9999937415122986,2.4669926166534424,0.7073999643325806,1000,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.017669402062892914,0.9998523592948914,2.2084226608276367,0.70250004529953,500,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.05595332756638527,0.9948649406433105,2.1645407676696777,0.7313500046730042,750,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
12,0.04506593570113182,0.9976194500923157,1.990279197692871,0.7013999819755554,500,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.001931662205606699,1.0,1.6133407354354858,0.7194000482559204,750,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.08514334261417389,0.9947677254676819,2.1196906566619873,0.6997500061988831,750,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
12,0.009828460402786732,0.9999780058860779,1.8851876258850098,0.7013999223709106,500,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.0028209814336150885,1.0,2.4630813598632812,0.6992499828338623,750,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.06059657782316208,0.9979302883148193,1.7480958700180054,0.7216000556945801,500,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.019225789234042168,0.998479962348938,3.064816474914551,0.6950500011444092,1000,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.021500958129763603,0.9999120235443115,1.6006033420562744,0.7397000193595886,750,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
13,0.018908891826868057,0.9996733665466309,1.8282923698425293,0.6931500434875488,500,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
18,0.0017585898749530315,0.9999999403953552,2.0598549842834473,0.7173499464988708,500,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.1276683360338211,0.9904302954673767,2.82871675491333,0.6941499710083008,750,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.0014561096904799342,0.9999999403953552,1.7670376300811768,0.7224500179290771,750,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.08541717380285263,0.9949969053268433,2.4725966453552246,0.6491999626159668,750,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.003494775388389826,1.0,2.7258009910583496,0.6972500085830688,1000,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.0004363464831840247,1.0,2.339939832687378,0.7379500269889832,1000,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.0003754656354431063,0.9999999403953552,2.183467149734497,0.7312500476837158,1000,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
