round_epochs,loss,auc,val_loss,val_auc,first_neuron,second_neuron,activation,last_activation,batch_size,epochs,dropout,lr,early_stopping
16,0.09856360405683517,0.9923178553581238,1.4468690156936646,0.6636500358581543,1000,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
50,9.429985948372632e-05,1.0,2.3707327842712402,0.6936999559402466,750,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
26,0.00036472652573138475,1.0,2.223850965499878,0.6814000010490417,1000,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
20,0.0012113428674638271,0.9999999403953552,2.642103910446167,0.6634000539779663,750,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.0068738944828510284,1.0,2.313380718231201,0.6827000379562378,500,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
23,0.0008525848970748484,1.0,2.0587751865386963,0.6855999827384949,500,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.11435605585575104,0.9910711050033569,2.524293899536133,0.6569499969482422,1000,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
11,0.21694840490818024,0.9815799593925476,1.9996743202209473,0.6707499623298645,750,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
16,0.013957839459180832,0.9985616207122803,2.6240618228912354,0.6423499584197998,750,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.006613279227167368,0.9999874830245972,2.9959921836853027,0.6448000073432922,1000,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.022465666756033897,0.9997550249099731,11129985024.0,0.6173500418663025,750,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
24,0.0003758527454920113,1.0,2.3393561840057373,0.6887499690055847,1000,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
24,0.005045044701546431,1.0,2.176846504211426,0.6289499998092651,500,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
12,0.030673939734697342,0.999356210231781,2.0762746334075928,0.6574000716209412,500,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.06273479759693146,0.9963316917419434,1.8852887153625488,0.6611500382423401,500,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.0024047009646892548,1.0,2.3228914737701416,0.6560499668121338,1000,650,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
17,0.03182025998830795,0.9981123805046082,78624161792.0,0.64329993724823,750,200,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
16,0.0519331656396389,0.997044563293457,1.8793367147445679,0.6728500127792358,500,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
21,0.001107341842725873,0.9999999403953552,2.691524028778076,0.6587499976158142,750,300,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.007128810975700617,0.9999999403953552,2.6042795181274414,0.6250499486923218,750,1000,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.0008997286786325276,1.0,2.015012264251709,0.6885499954223633,500,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
19,0.00043666939018294215,1.0,29295730688.0,0.6689000129699707,1000,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.002083806786686182,0.9999999403953552,1.6812942028045654,0.697350025177002,750,100,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
17,0.018974406644701958,0.9983574151992798,2.4940121173858643,0.6707499623298645,500,900,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
31,0.00025036095757968724,1.0,2.5915744304656982,0.6816500425338745,1000,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.0016715016681700945,1.0,3445092608.0,0.6744499802589417,750,250,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
14,0.0043136728927493095,1.0,14460098560.0,0.6863999962806702,500,150,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
20,0.0004005412629339844,1.0,2.5552451610565186,0.6753000020980835,1000,750,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
15,0.01049504242837429,0.999981164932251,2.3801984786987305,0.6387500166893005,1000,500,relu,sigmoid,32,50,0.2,0.001,<keras.callbacks.EarlyStopping object at 0x2ad21fd870b8>
